tt0086066,7.4,7.3,7.1,7,7.3
tt0086190,8.3,8.3,8.3,8.4,8.2
tt0086200,6.9,6.8,7,6.7,6.8
tt0086250,8.3,8.4,8.4,8.3,8
tt0086393,5.1,4.8,4.7,5,5
tt0086465,7.6,7.6,7.3,7.4,7.7
tt0086541,7.3,7.6,7.3,7.2,7
tt0086567,7.2,7.4,7,7,7.3
tt0086879,8.3,8.5,8.4,8.3,8.3
tt0086960,7.4,7.4,7.3,7.3,7.4
tt0086979,7.6,7,7.6,7.6,7.6
tt0087078,6,5.7,5.8,6,5.8
tt0087182,6.7,5.5,5.9,6.5,6.8
tt0087277,6.7,7.1,6.7,6.5,6.5
tt0087332,7.8,7.8,7.5,7.8,7.8
tt0087363,7.3,7.4,7.1,7.3,7.3
tt0087469,7.6,7.4,7.5,7.6,7.5
tt0087538,7.4,7.4,7.2,7.2,7.2
tt0087544,8.1,7.6,8.1,8.1,7.9
tt0087800,7.6,7.7,7.5,7.5,7.4
tt0087803,7.2,6.4,7.1,7.1,7.2
tt0087843,8.3,8.7,8.5,8.3,8.3
tt0087884,8,8.7,8.3,8,7.8
tt0087928,6.8,6.4,6.8,6.8,6.5
tt0088011,7,6.8,6.8,6.9,7.1
tt0088128,7.2,7,6.9,7,7.4
tt0088161,6.4,5.7,6.3,6.1,6.4
tt0088170,6.7,6.8,6.7,6.6,6.7
tt0088247,8,8.2,7.9,8,8.2
tt0088258,8.1,7.7,7.8,7.9,8.1
tt0088323,7.5,7,7.1,7.5,7.2
tt0088763,8.4,8.7,8.5,8.6,8.4
tt0088846,8,8.4,8,7.9,8
tt0088847,8,8.1,7.9,7.8,7.9
tt0088930,7.5,7.8,7.4,7.3,7
tt0088939,7.9,7.9,7.8,7.7,7.8
tt0088944,6.9,6.9,6.9,6.8,6.4
tt0088993,7.3,7.1,7.3,7.2,6.9
tt0089218,7.9,7.7,7.5,7.9,7.6
tt0089530,6.3,6.4,6.2,6.3,6.3
tt0089755,7.3,6.9,7.1,7.1,7.3
tt0089880,6.6,6.6,6.6,6.5,6.3
tt0089881,8.1,8.6,8.3,8.2,8.2
tt0089927,7,7.1,7,6.9,6.4
tt0090264,6.4,6.8,6.3,6.4,6.4
tt0090305,6.8,6.9,6.5,6.6,6.8
tt0090329,7.5,7.7,7.3,7.2,7.6
tt0090555,6.6,7.2,6.4,6.5,6.7
tt0090605,8.3,8.3,8.2,8.4,8.5
tt0090728,7.5,7.3,7.2,7.3,7.3
tt0090756,7.8,8.4,7.9,7.7,7.7
tt0090859,5.9,5.8,6.1,5.9,5.4
tt0090863,7,7,7.1,7,6.9
tt0091042,7.9,8,7.8,7.7,7.9
tt0091064,7.5,8,7.6,7.5,7.5
tt0091167,7.9,7.5,8,7.8,7.8
tt0091203,7.3,7,6.7,7.1,7.5
tt0091326,6.1,6.3,6.1,6,5.9
tt0091369,7.6,7,7.2,7.5,7.1
tt0091419,7.1,7.2,7.3,7,6.8
tt0091474,7.3,6.8,7.2,7.1,7.4
tt0091605,7.8,6.9,7.5,7.7,7.9
tt0091763,8.1,7.8,8,8.1,8.1
tt0091790,7,7.3,6.8,6.7,6.8
tt0092005,8.2,8.3,8.1,8.1,8.1
tt0092007,7.4,7.6,7.4,7.2,7.4
tt0092067,8,7.9,8.1,8,7.8
tt0092086,6.6,6.8,6.5,6.6,6.3
tt0092099,7.1,7.1,6.9,6.9,6.9
tt0092563,7.4,6.4,7.2,7.2,7.4
tt0092644,6.6,6.7,6.7,6.5,6.4
tt0092675,7,6.4,6.8,6.9,6.5
tt0092890,7.2,7.1,7.1,6.9,6.8
tt0092965,7.9,8,7.8,7.8,7.7
tt0092991,7.8,8.2,7.8,7.7,7.6
tt0093010,7,6.9,7,6.8,7
tt0093058,8.2,8.3,8.3,8.3,8.2
tt0093105,7.4,7.4,7.5,7.3,7.3
tt0093177,7.1,6.9,6.9,7,7.1
tt0093191,8,7.5,8.2,7.9,7.9
tt0093389,7.8,7.4,7.8,7.7,7.7
tt0093409,7.7,8,7.6,7.6,7.7
tt0093428,6.8,7.1,6.8,6.7,6.6
tt0093437,7.5,7,7.2,7.2,7.3
tt0093629,6.8,6.7,6.7,6.6,6.4
tt0093748,7.7,7.9,7.5,7.5,7.6
tt0093773,7.9,7.7,7.6,7.9,7.8
tt0093779,8.2,8,7.9,8,8.2
tt0093822,7.5,7.4,7.3,7.3,7.5
tt0093870,7.6,7.8,7.5,7.6,7.5
tt0093894,6.8,6.7,6.6,6.7,6.5
tt0094012,7.2,7.3,7,7.2,6.9
tt0094226,7.9,7.8,7.8,7.9,8
tt0094291,7.4,6.9,7.4,7.4,7.3
tt0094332,6.6,6.8,6.6,6.5,6.6
tt0094625,8.1,8,8.1,8,7.8
tt0094721,7.6,7.7,7.4,7.5,7.3
tt0094737,7.4,7.2,7.3,7.3,7.3
tt0094862,6.7,7,6.6,6.6,6.4
tt0094889,6,4.2,6.1,6,5.7
tt0094898,7.2,7.4,6.9,7.1,6.9
tt0094947,7.7,6.2,7.5,7.6,7.7
tt0095016,8.2,8.3,8.1,8.2,8.2
tt0095031,7.5,7.3,7.5,7.4,7.3
tt0095159,7.6,7.6,7.5,7.4,7.7
tt0095327,8.4,8.6,8.6,8.5,8.2
tt0095489,7.5,7,7.4,7.4,6.7
tt0095631,7.7,7.9,7.6,7.4,7.6
tt0095647,7.9,8,7.8,7.8,7.9
tt0095705,7.7,7.8,7.6,7.6,7.5
tt0095765,8.4,8.5,8.6,8.4,8.4
tt0095953,8,8.1,8.1,8,7.9
tt0095956,5.9,6,6,5.8,5.4
tt0095963,6.2,6.4,6.2,6.1,6
tt0096061,7.1,6.6,6.7,7,7
tt0096256,7.4,7.6,7.3,7.3,7.2
tt0096283,8.2,8.2,8.2,8.2,8.1
tt0096320,6.2,6.4,6.1,6,6.1
tt0096438,7.7,7.5,7.7,7.7,7.5
tt0096446,7.4,6.8,7,7.4,7.1
tt0096734,7.1,6.8,6.8,7,6.5
tt0096754,7.6,7.5,7.3,7.6,7.6
tt0096874,7.9,7.9,7.9,7.9,7.5
tt0096895,7.6,7.6,7.4,7.6,7.3
tt0096928,7.1,7.7,7.1,6.9,6.8
tt0096969,7.2,7.2,7.4,7.2,7
tt0097165,8.1,8.3,8.2,8,8
tt0097216,7.9,8.7,8.2,7.8,7.7
tt0097239,7.4,7.6,7.4,7.3,7.5
tt0097351,7.6,7.7,7.3,7.4,7.7
tt0097428,6.6,6.4,6.4,6.7,6.2
tt0097441,8,7.7,7.7,7.8,7.9
tt0097493,7.4,7.3,7.3,7.1,7.2
tt0097523,6.4,6.3,6.2,6.4,6.1
tt0097576,8.2,8.3,8.2,8.3,8.1
tt0097733,7.3,7.9,7.3,7.2,7.2
tt0097742,6.7,7.3,6.8,6.6,6.5
tt0097757,7.7,7.3,7.5,7.6,7.5
tt0097778,5.9,5.9,6,5.9,5.7
tt0097814,7.9,8.1,7.9,7.8,7.8
tt0097815,7.4,7.5,7.2,7.2,7.2
tt0097937,7.9,8.2,8,7.8,7.8
tt0097958,7.8,7.4,7.4,7.6,7.6
tt0098084,6.7,6.1,6.5,6.6,6.5
tt0098206,6.8,5.9,6.7,6.6,6.6
tt0098258,7.5,7.6,7.4,7.3,7.4
tt0098439,6.5,6.7,6.7,6.5,6.1
tt0098536,6.2,6.5,6.4,6.2,6
tt0098554,7.2,6.8,7,7,7
tt0098635,7.7,7.7,7.7,7.5,7.7
tt0099052,6.4,6.9,6.4,6.4,6.4
tt0099077,7.9,8.2,8.1,7.8,7.6
tt0099088,7.5,7.4,7.5,7.5,7.2
tt0099348,8,7.5,8,8,8
tt0099371,6.1,5.9,6.3,6.1,5.7
tt0099423,7.2,6.9,7.1,7.2,7.1
tt0099487,8,7.9,7.9,7.9,7.6
tt0099582,6.6,6.8,6.5,6.6,6.6
tt0099653,7.2,6.8,7.1,7,7.1
tt0099674,7.7,7.1,7.8,7.6,7.4
tt0099685,8.6,8.9,8.7,8.7,8.6
tt0099700,6.4,6.1,6.4,6.4,6
tt0099785,7.6,7.8,7.6,7.6,7.1
tt0099810,7.7,7.6,7.4,7.5,7.7
tt0099871,7.6,7,7.5,7.5,7.4
tt0099938,6.2,6.5,6.2,6.1,6.1
tt0100150,7.8,7.5,7.7,7.8,7.8
tt0100157,7.9,8,7.9,7.8,7.8
tt0100263,7.5,8,7.1,7.2,7.5
tt0100403,6.4,5.7,6.1,6.3,6.2
tt0100405,7.2,7.2,7.1,6.9,7
tt0100502,5.9,5.8,5.8,5.9,5.6
tt0100507,5.5,5.9,5.6,5.3,5
tt0100758,7,6.4,6.7,6.9,5.8
tt0100802,7.5,7.6,7.4,7.5,7.5
tt0100814,7.3,7.3,7.1,7.1,7.1
tt0100935,7.3,7.5,7.2,7.2,7.3
tt0101272,7,7.1,7.1,6.9,6.7
tt0101393,6.8,7,6.7,6.7,6.7
tt0101410,7.7,8.1,7.9,7.7,7.5
tt0101414,8.1,8,8.1,8,7.8
tt0101452,6.4,7.2,6.5,6.4,6
tt0101507,7.9,8.3,7.9,7.7,7.5
tt0101540,7.3,7.3,7.4,7.3,7.3
tt0101700,7.7,7.4,7.5,7.6,7.7
tt0101761,7.3,7.4,7.3,7.3,7.1
tt0101862,6.7,6.5,6.6,6.4,6.4
tt0101889,7.6,8.2,7.6,7.5,7.5
tt0101921,7.8,8.7,7.8,7.6,7.7
tt0102057,6.9,6.5,6.8,6.9,6.2
tt0102059,6.8,6.3,6.8,6.8,6.5
tt0102138,8,8.1,8.2,8,7.8
tt0102266,7.1,7,7,7,6.9
tt0102492,7.1,7.4,7.2,6.8,6.6
tt0102510,7,7.2,7.1,6.9,6.7
tt0102685,7.4,7.5,7.2,7.3,7.2
tt0102798,7,7,6.8,7,6.7
tt0102926,8.5,8.7,8.6,8.6,8.6
tt0102975,7.4,7.5,7.3,7.2,7.1
tt0103064,8.4,8.6,8.4,8.6,8.3
tt0103074,7.5,7.9,7.7,7.4,7.5
tt0103241,7.1,7.5,7.1,7,6.9
tt0103639,8.1,8,8,8.1,7.7
tt0103644,6.3,5.7,6.2,6.5,6.5
tt0103772,7,6.7,7.1,6.9,7
tt0103776,7.1,7.1,7,7.1,6.7
tt0103786,5.8,5.6,5.8,5.6,5.4
tt0103855,6.4,6.1,6.5,6.3,6.1
tt0103873,7.6,7.4,7.5,7.5,7.4
tt0103874,7.5,7.1,7.2,7.5,7.5
tt0103919,6.7,5.9,6.7,6.6,6.5
tt0104070,6.7,6.8,6.8,6.6,6.3
tt0104257,7.8,8,7.8,7.6,7.6
tt0104348,7.8,7.6,7.7,7.7,7.8
tt0104431,6.9,6.9,6.9,6.7,6.1
tt0104652,7.8,7.6,7.8,7.7,7.7
tt0104691,7.9,7.3,7.5,7.7,7.9
tt0104694,7.4,7.2,7.3,7.2,7.2
tt0104714,6.8,6.7,6.8,6.7,6.6
tt0104797,7.8,8.1,7.9,7.7,7.5
tt0104815,7,6.5,7,6.8,6.9
tt0104952,7.7,8.2,7.7,7.5,7.6
tt0105112,7,7.2,6.8,6.8,7
tt0105236,8.2,8.5,8.4,8.3,8.2
tt0105323,8.1,8.4,8.3,8,7.6
tt0105417,6.5,6.9,6.6,6.3,6.3
tt0105665,7.4,7.5,7.4,7.2,7
tt0105690,6.6,6.8,6.4,6.4,6.5
tt0105695,8.2,8.4,8.1,8.2,8.3
tt0105698,6.2,7.3,6.1,6.1,5.8
tt0105793,7.1,7.5,7.1,7,6.7
tt0105812,6.9,7.8,7,6.8,6.4
tt0106220,6.9,6.9,7.1,6.7,6.5
tt0106308,7.7,7.6,7.4,7.5,7.4
tt0106489,7.9,7.7,8,7.7,7.6
tt0106519,8,7.7,8,7.9,7.7
tt0106582,6.5,6.4,6.5,6.4,6.4
tt0106611,7.1,7.3,7.1,7,6.7
tt0106677,7.7,8,7.7,7.6,7.4
tt0106697,6.8,7.1,6.7,6.7,6.4
tt0106856,7.6,8,7.6,7.6,7.5
tt0106918,6.9,6.8,6.8,6.8,6.9
tt0106965,6.1,5.5,6.1,5.9,5.7
tt0106977,7.8,7.8,7.8,7.7,7.8
tt0107048,8,8,7.9,8.1,8.1
tt0107120,7.2,6,7,6.8,6.4
tt0107144,6.7,6.7,6.8,6.7,6.2
tt0107206,7.3,7.3,7.3,7.1,7.3
tt0107207,8.1,8.2,8.3,8.1,7.9
tt0107211,6,5.2,6.3,6,5.8
tt0107290,8.1,8.2,8.1,8.2,7.9
tt0107362,6.4,6.7,6.6,6.4,6.1
tt0107614,7.1,7.4,7.2,6.9,6.9
tt0107688,8.1,7.9,8,8,7.8
tt0107798,6.7,6.2,6.6,6.6,6.7
tt0107808,7.6,6.9,7.8,7.6,7.4
tt0107818,7.7,7.7,7.8,7.7,7.6
tt0107822,7.6,8.1,7.6,7.5,7.6
tt0107943,7.9,7.9,7.7,7.7,8
tt0107977,6.9,7.1,6.9,6.8,6.2
tt0108037,8,7.4,7.8,7.8,7.5
tt0108052,8.7,9,9,8.9,8.7
tt0108160,7,6.6,6.9,6.7,6.9
tt0108358,8,7.1,7.7,7.8,7.9
tt0108394,8,8.1,8,7.9,7.9
tt0108399,8,7.6,7.9,7.9,7.9
tt0108525,6.3,6.6,6.4,6.2,5.7
tt0108550,7.9,8.1,7.9,7.7,7.7
tt0109040,7,6.9,6.9,7,6.5
tt0109254,5.6,6.4,6,5.6,5.1
tt0109424,8.1,7.7,8.2,8,7.7
tt0109444,7,7.2,6.9,6.9,7
tt0109445,7.9,8,7.8,7.7,7.5
tt0109506,7.8,7.9,7.6,7.6,7.5
tt0109686,7.4,7,7.2,7.4,6.8
tt0109707,7.8,8.4,7.9,7.8,7.7
tt0109813,5,4.4,5,4.9,4.7
tt0109830,8.7,8.9,8.9,8.8,8.5
tt0109831,7.1,7,6.9,6.9,7.4
tt0110074,7.4,6.6,7.1,7.3,7.2
tt0110148,7.6,7.4,7.5,7.6,7.3
tt0110216,4.8,5.2,4.8,4.5,4.7
tt0110322,7.7,7.8,7.7,7.6,7.4
tt0110357,8.5,8.6,8.7,8.5,7.9
tt0110413,8.5,8.6,8.6,8.6,8.4
tt0110475,7,7.2,7,6.9,6.7
tt0110478,7.1,6.7,7.3,7.1,6.9
tt0110622,6.6,6.6,6.8,6.5,6.3
tt0110632,7.3,7.1,7.3,7.3,7.1
tt0110912,8.7,9.1,8.9,8.9,8.7
tt0110932,7.6,7.4,7.7,7.5,7.5
tt0110989,5.5,5.9,5.6,5.3,4.8
tt0111070,6.7,6,6.5,6.3,6.5
tt0111161,9.1,9.3,9.3,9.3,9.1
tt0111255,5.6,5.5,5.9,5.6,5.4
tt0111257,7.3,7.7,7.3,7.2,7.2
tt0111280,6.7,6.2,6.4,6.6,6.7
tt0111282,7.2,7.7,6.9,7.1,7.1
tt0111301,4.2,2.9,4.2,4,3.6
tt0111495,8,8.3,8.3,8,7.9
tt0111503,7.3,7.2,7.2,7.2,7.3
tt0111507,7.7,6.9,7.7,7.6,7.5
tt0112281,6.5,6.4,6.7,6.4,5.7
tt0112384,7.7,7.7,7.7,7.6,7.7
tt0112401,6.4,7.3,6.7,6.4,6.1
tt0112431,7,6.9,6.7,6.7,7.3
tt0112442,7,7.1,6.9,6.9,6.6
tt0112461,7.5,7.6,7.5,7.3,7
tt0112462,5.5,5,5.5,5.4,5.3
tt0112471,8.1,8.6,8.3,8,7.7
tt0112508,6.6,6.1,6.4,6.4,5.8
tt0112573,8.3,8.2,8.3,8.4,8.1
tt0112579,7.7,8.4,7.8,7.6,7.5
tt0112641,8.2,8.2,8.3,8.2,7.9
tt0112642,6.3,5.7,6.2,6.1,5.9
tt0112682,7.7,7.3,7.4,7.5,7.6
tt0112697,7.1,7.4,7,6.7,6.8
tt0112740,7.4,7.5,7.4,7.3,7.3
tt0112817,7.7,7.1,7.6,7.6,7.5
tt0112818,7.6,7.5,7.6,7.5,7.5
tt0112851,7.3,6.5,7.2,7.2,7
