tt0154506,6000,48482,48482
tt0390384,7000,424760,545436
tt0104815,7000,2040920,2040920
tt1179904,15000,107918810,193355800
tt0109445,27000,3151130,3151130
tt2866360,50000,102617,139745
tt0185937,60000,140539099,248639099
tt0138704,60000,3221152,3221152
tt1549572,100000,1321194,1938783
tt0063350,114000,236452,236452
tt0040522,133000,371111,428978
tt0907657,150000,9439923,20936722
tt0118849,180000,933933,933933
tt0058461,200000,14500000,14516248
tt0117802,200000,4555020,4555020
tt1172570,230000,104979,2260712
tt0042876,250000,46808,46808
tt0118842,250000,12021272,12021272
tt0079501,300000,8750000,8771757
tt0072271,300000,30859000,30859000
tt0077651,325000,47000000,47000000
tt0083907,350000,2400000,2893091
tt0064276,360000,123276,123276
tt0374900,400000,44540956,46138887
tt2359024,420000,258384,993313
tt0393109,475000,2075743,3947579
tt1832382,500000,7099055,22926076
tt0070379,500000,32645,41131
tt1470827,500000,237301,5060438
tt0340377,500000,5739376,8701337
tt0080761,550000,39754601,39754601
tt0059578,600000,15000000,15000000
tt0468489,700000,2697938,4660481
tt1862079,750000,4010957,4424699
tt0069704,777000,115000000,115000000
tt1278340,800000,46742,2166797
tt0054215,806947,32000000,32008644
tt0070917,810000,60891,98201
tt0052311,829000,2247465,2286947
tt0033467,839727,1585634,1594107
tt7668870,880000,26020957,75462037
tt2334649,900000,16101339,17385830
tt0034583,950000,4108411,4374761
tt0424136,950000,1024640,7022209
tt0075148,960000,117235147,117235147
tt0047396,1000000,36764313,37032034
tt0088847,1000000,45875171,51538286
tt3235888,1000000,14674076,21528593
tt1120985,1000000,9706328,15440333
tt0087544,1000000,495770,8734155
tt0093177,1000000,14564027,14575193
tt1853739,1000000,18494006,26895481
tt0117666,1000000,24444121,24444121
tt3713166,1000000,32482090,62882090
tt0416315,1000000,16188180,30762648
tt1991245,1000000,18119640,38390020
tt0080749,1000000,21448782,21448782
tt1899353,1100000,4105187,9148519
tt0055928,1100000,16067035,16068461
tt0092675,1100000,11806119,11806119
tt0105236,1200000,2832029,2889963
tt0060196,1200000,25100000,25252481
tt0387564,1200000,56000369,103911669
tt0073629,1200000,112892319,113135551
tt0075314,1300000,28262574,28441292
tt0154420,1300000,1656223,1657778
tt0046912,1400000,12562,18816
tt0042192,1400000,63463,150438
tt0029583,1499000,184925486,184925486
tt1591095,1500000,54009150,99557032
tt0027977,1500000,163577,457688
tt0021749,1500000,19181,46008
tt0086979,1500000,3851855,4227849
tt0048545,1500000,199963,199963
tt0367089,1500000,7372734,11098131
tt0303816,1500000,21158188,30553394
tt0113540,1500000,7412216,7412216
tt3416742,1600000,3469224,6946808
tt0071360,1600000,4420000,4432180
tt0043014,1752000,299645,299645
tt0057012,1800000,9440272,9443876
tt0072890,1800000,50000000,50000000
tt0087800,1800000,25504513,25504513
tt0074285,1800000,33800000,33800000
tt0067116,1800000,51700000,51700000
tt2125435,1800000,12795746,21107746
tt0031679,1900000,144738,144738
tt0405094,2000000,11286112,77356942
tt0056592,2000000,592237,599146
tt0245712,2000000,5408467,20908467
tt2321549,2000000,964413,10312540
tt1305806,2000000,6391436,42629597
tt1399683,2000000,6531503,13796834
tt2692904,2000000,1375769,5090608
tt0057076,2000000,24796765,24808046
tt0245574,2000000,13839658,33616692
tt0112461,2000000,2381087,2381087
tt0171804,2000000,11540607,11540607
tt5649144,2000000,5904366,10971298
tt3072482,2000000,9252038,16810562
tt0328538,2000000,4601043,10128960
tt1242432,2000000,93051,1278650
tt1763303,2000000,22836,92654
tt0433387,2000000,3337931,5969708
tt0066921,2200000,26589355,26903440
tt0056218,2200000,2757256,2757256
tt0147612,2200000,2982011,2982011
tt0032455,2280000,76408097,76411401
tt0077928,2300000,35000000,35000000
tt0052357,2479000,7705225,7796389
tt0112471,2500000,5535405,5986708
tt0333766,2500000,26782316,35825316
tt1714206,2500000,6854611,6918591
tt0088258,2500000,4736202,4736202
tt3605418,2500000,36336,5567103
tt1512235,2500000,327716,422618
tt0082495,2500000,25533818,25533818
tt1990314,2500000,3325038,4806423
tt0045152,2540800,1826108,1864182
tt0032910,2600000,84254167,121892045
tt0071230,2600000,119601481,119601481
tt0381681,2700000,5820649,15936507
tt0032138,2777000,24790250,26142032
tt0072431,2800000,86273333,86273333
tt0353969,2800000,15357,1032034
tt0075005,2800000,60922980,60922980
tt0042332,2900000,93141149,95126535
tt0073486,3000000,108981275,108997629
tt0364569,3000000,707481,15002116
tt0061722,3000000,104945305,105015008
tt2229499,3000000,24477704,39439355
tt1922777,3000000,48086903,82515113
tt0050212,3000000,27200000,27200000
tt2184339,3000000,64473115,89328627
tt0067992,3000000,526633,527081
tt0058150,3000000,51081062,51160174
tt0082694,3000000,23667907,23667907
tt1462758,3000000,1044143,19439764
tt2209418,3000000,8114627,20994648
tt0040897,3000000,215295,215295
tt0077975,3000000,141600000,141600000
tt0070666,3000000,29800000,29829963
tt4034354,3000000,4210454,4935501
tt1536044,3000000,84752907,177512032
tt0247745,3000000,18492362,23182223
tt0103873,3000000,242623,242623
tt0348333,3000000,16124543,18637690
tt0057546,3000000,12000000,12000000
tt0097493,3000000,1108462,1163969
tt0363589,3000000,1266955,10012022
tt0076666,3000000,94213184,237113184
tt1532503,3200000,5790894,14311701
tt2582802,3300000,13092000,48983260
tt3011894,3300000,3106530,30642704
tt0085334,3300000,20605209,20618717
tt0080339,3500000,83453539,83453539
tt1615147,3500000,5354039,19504039
tt0113118,3500000,27467564,28215918
tt0119164,3500000,45950122,257938649
tt2387433,3500000,17418667,27858103
tt0066026,3500000,81600000,81600000
tt0088993,3500000,5000000,5000000
tt0092991,3600000,5923044,5923044
tt0113627,3600000,32029928,32029928
tt0064665,3600000,44785053,44801177
tt0096283,3700000,2250213,30476970
tt0095327,3700000,516962,516962
tt0075029,3700000,31800000,31800000
tt2106476,3800000,613308,15843274
tt0074958,3800000,23689877,23690757
tt0031381,3977000,200852579,402352579
tt0335266,4000000,44585453,118685453
tt0079470,4000000,20206622,20738770
tt1065073,4000000,25352281,48137666
tt4975722,4000000,27854932,65336603
tt0075686,4000000,38251425,38287178
tt0432348,4000000,87039965,147748505
tt1139797,4000000,2122065,11227336
tt4263482,4000000,25138705,40423945
tt0061852,4000000,141843612,210310084
tt0055254,4000000,144880014,216026182
tt0066999,4000000,35976000,35976000
tt0842926,4000000,20811365,34758951
tt0046183,4000000,87404651,87404651
